No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,PoissonRatio
7159,GJ02-240744,Silikattechnik(G),1981,v.032p.0197,Glass,AlkaliSilicate,,,,,,,,,,,,,,80,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235
8699,GI06-191692R,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Substrate,,,Annealing:at660Cfor1hr.,GlassNameC052.Melting:inPtcrucibleat1600Cfor7hr.,,65.28,0,14.96,0,4.96,0,7.19,7.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
9120,GJ02-310492,J.Non-CrystallineSolids,2013,v.364p.000040,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,75,0,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
10899,XP03-227842,USPatentHoyaCorp.(J),2003,A6569792,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Ex.3-2Heattreatment:750C4h+950C4hCrystal:Mg-Al-titanatequartzsolidsolution,,51.87,0,11.03,27.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.99,0,0,0,0,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
7526,GJ02-176260,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,62.5,0,0,0,25,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258
8706,GI03-191699R,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Annealing:at600Cfor2hr.,GlassNameC059Melting:inPtPtRhcrucibleat1600Cfor4hr.,,63.53,0,5,0,4.82,15.43,0,6.02,4.97,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
18707,GP02-357355,USPatentCorningInc.(US),2014,A0356576,Glass,AlkaliSilicate,Alumino-Silicate,,Melting,SheetGlass,Disk,,MagneticMemoryDisk,ChemicalStrengthen,,,,ex.13,,66,0,9.96,3.59,1.53,0,5,7.9,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,4.92,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212
2973,GJ02-055332,J.Non-CrystallineSolids,1981,v.045p.0257,Glass,AlkaliSilicate,,,,,,,,,,,,,,83.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194
16640,GP03-313229,USPatentCorningInc.(US),2013,A8598056,Glass,Alkaline-earthSilicate,Alumino-Silicate,,NonAlkali,,,,Display,LiquidCrystalDisplay,Substrate,,,Ex.10,,67.94,4.39,12.42,5.23,5.26,1.06,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
8757,GI02-191759R,NGF'sAdditionalNewData(J),2001,v.004p.0005,Glass,AlkaliSilicate,Alumino-Silicate,Alkaline-earthSilicate,,,,,,,,,Annealing:at590Cfor1h.,GlassNameC123Melting:inPtcrucibleat1550Cfor7h.,,51.38,0,10.21,7.52,0,0,0,15.52,15.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
2978,GJ06-045728,GlassPhysics&Chemistry,1981,v.007p.0287,Glass,Alumino-Silicate,,,,,,,UltrasonicDelayLine,OpticalModulator,,,,,,65,0,10,15,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249
3229,GB02-071313,HandbookofGlassData,1983,v.00Ap.0313,Glass,AlkaliSilicate,,,,,,,,,,,,,,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242
7117,GB02-164818,FundamentalsofInorganicGlasses,1994,v.001p.0171,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,66.67,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
8719,GI03-191712,NGF'sAdditionalNewData(J),2001,v.004p.0003,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,ElectronicsElectrical,Substrate,PlasmaDisplay,,Anneal:at640Cfor2hr.,GlassNameC072Melt:inPtPtRhat1600Cfor4hr.Defectexist.,,64.86,0,4.88,9.38,10.08,0,0,5.79,5.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
813,GB02-006471,HandbookofGlassProperties,1986,v.001p.0326,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,58.8,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281
3162,GJ01-062435,J.CeramicSoc.Japan,1986,v.094p.1041,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169
1855,GB02-019771,HandbookofGlassData,1987,v.00Cp.0213,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70.5,0,0,0,8,0,0,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222
3457,GJ02-082110,GlassPhysics&Chemistry,1979,v.005p.0278,Glass,AlkaliSilicate,,,,,,,,,,,,,,81,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189
2876,GC01-052419,CoorsTek(J),1980,T-2952,Glass,Silica,,,Tube,,,,ElectronicsElectrical,,,,,TransparentQuarzGlass,,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
8603,GI06-190627R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,GlassNameA46.Melt:inPtat1550Cfor5hr.Anneal:at850Cfor2hr.GlassforChem.Strengthen.,,64.21,0,10.04,0,5.09,0,10.45,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
779,GJ03-008306,GlassScienceandTechnology,1978,v.051p.0008,Glass,Alkaline-earthSilicate,,,,,,,,,,,,Elasticconstantofhomogeneousandphasesep.gl.,,82,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193
3875,GB02-071380,HandbookofGlassData,1983,v.00Ap.0332,Glass,AlkaliSilicate,,,,,,,,,,,,,,67,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221
8232,GJ02-186680,GlassPhysics&Chemistry,1999,v.025p.0257,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,57,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
793,GB04-004817,HandbookofGlassProperties,1986,v.001p.0315,Glass,Lead-Silicate,,,,,,,,,,,,,,61.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
11946,GP02-262126,USPatentSaint-Gobain(FR),2004,A0162213,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Strengthened(Tempered),,,,VehicleWindow,,,,,Ex.6,,65.22,0,0.59,0,15.16,0,0,18.39,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
740,GB02-006445,HandbookofGlassProperties,1986,v.001p.0322,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70.5,0,0,0,22,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224
5535,GJ02-176252,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,70,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232
2411,GB05-025701,HandbookofGlassData,1987,v.00Cp.0446,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,,,52.5,24.3,0,0,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
1828,GB02-019709,HandbookofGlassData,1987,v.00Cp.0204,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252
785,GB02-004774,HandbookofGlassProperties,1986,v.001p.0310,Glass,AlkaliSilicate,,,,,,,,,,,,,,68,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225
2889,GC01-052432,CoorsTek(J),1980,T-2230,Glass,Silica,,,Tube,Rod,,,ElectronicsElectrical,,,,,TransparentQuarzGlass,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
865,GB02-006732,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,61,0,9,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232
2049,GJ02-026056,GlassScienceandTechnology,1984,v.057p.0255,Glass,AlkaliSilicate,Alkaline-earthSilicate,,PhaseSeparated,,,,,,,,,650C4h,,75,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217
9790,GP06-356993,USPatentCorningInc.(US),2014,A0249017,Glass,Alumino-Silicate,Alkaline-earthSilicate,,Melting,SheetGlass,,,Display,LiquidCrystalDisplay,,,,ex.6,,72.03,1.87,12.31,3.94,5.34,0.04,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237
11942,GP02-262122,USPatentSaint-Gobain(FR),2004,A0162213,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Strengthened(Tempered),,,,VehicleWindow,,,,,Ex.2,,64.12,0,0.26,0.1,14.25,0,0,21.27,0.006371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
9692,GJ02-355086,J.Non-CrystallineSolids,2014,v.404p.0124,Glass,AlkaliSilicate,Alkaline-earthSilicate,,Melting,,,,,,,,,,,73.92,0,0,0,10,0,0,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212
8589,GI03-190611R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,Alkaline-earthSilicate,AlkaliSilicate,Alumino-Silicate,,,,,Substrate,,,,,GlassNameA17Melting:inPtcrucibleat1500Cfor5hr.Annealing:at700Cfor2hr.,,51.53,0,10.25,18.39,0,0,0,10,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
2027,GB02-025740,HandbookofGlassData,1987,v.00Cp.0450,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,70,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217
971,GB04-010190,HandbookofGlassProperties,1986,v.001p.0315,Glass,Lead-Silicate,,,,,,,,,,,,,,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219
2859,GJ02-041107,GlassPhysics&Chemistry,1981,v.007p.0131,Glass,AlkaliSilicate,,,,,,,,,,,,,,65,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248
2422,GB02-025720,HandbookofGlassData,1987,v.00Cp.0450,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227
3213,GC06-051381,CorningInc.(US),1972,1720,Glass,Alumino-Silicate,Alkaline-earthSilicate,Boro-Silicate,Tube,BlownBottleBulb,Sintered,,Lamp,,,,,ForProjectionBulb,,68.63,4.78,11.09,0,9.49,0,0,1.07,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
2807,GJ03-039688,PhysicsandChemistryofGlasses,1987,v.028p.0164,Glass,Alkaline-earthSilicate,,,,,,,,,,,,,,58.07,0,0,0,17.87,0,0,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255
2858,GC01-052343,CoorsTek(J),1980,T-7032,Glass,Silica,,,Tube,,,,HalogenLamp,MercuryLamp,,,,TransparentQuarzGlass,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14
852,GB02-006719,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224
2431,GB06-025729,HandbookofGlassData,1987,v.00Cp.0450,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,,,,,,,,61,0,20,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227
7385,GB06-174590,DataBookofGlassComposition(J),1991,v.001p.0077,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Chemical,,,,,,,58.62,1.74,14.4,12.03,8.65,0.84,0,0.32,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24
731,GB02-006434,HandbookofGlassProperties,1986,v.001p.0322,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,70.5,0,0,0,18.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216
15885,GJ02-308379,J.Non-CrystallineSolids,2012,v.358p.001474,Glass,AlkaliSilicate,,,MixedAlkali,,,,,,,,AnnealedatTgfor2hr.,,,60,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26
3635,XJ08-062676,J.AmericanCeramicSoc.,1972,v.055p.0446,Glass-Ceramics,Fluoro-Silicate,Alkaline-earthSilicate,,Machinable,GlassCeramics,,,,,,,,Tetrasilisic-Mica,,59.8,0,0,23.58,0,0,0,0,6.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
9696,GJ05-355094,J.Non-CrystallineSolids,2014,v.404p.0124,Glass,Boro-Silicate,,,Melting,,,,,,,,,,,81.5,11.8,1.3,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201
7541,GJ02-176283,GlassPhysics&Chemistry,1998,v.024p.0525,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,D.S.Sanditov,,66.67,0,0,0,0,20,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27
2824,GC01-052101,AsahiGlass(J),,SilicaFiber,Glass,Silica,,,Fiber,Sol-Gel,,,ElectronicsElectrical,,,,,PureFusedQuartzFiberHighHeatResistance,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17
3238,GB02-071323,HandbookofGlassData,1983,v.00Ap.0320,Glass,AlkaliSilicate,,,,,,,,,,,,,,70,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255
7115,GB02-164814,FundamentalsofInorganicGlasses,1994,v.001p.0171,Glass,AlkaliSilicate,Zinc-Silicate,,,,,,,,,,,,,58.82,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28
2981,GJ01-055340,J.Non-CrystallineSolids,1981,v.045p.0257,Glass,Silica,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196
4613,GJ02-091211,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,18,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23
854,GB02-006721,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,65,0,12,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224
861,GB02-006728,HandbookofGlassProperties,1986,v.001p.0327,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,63,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229
7352,GP05-252960,JapanesePatentHoyaCorp.(J),2003,A292339,Glass,Boro-Silicate,AlkaliSilicate,,,,,,Lens&Prism,LiquidCrystalDisplay,,,,Ex.5,,70.98,13,1,0,3,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2793,GC05-051413,CorningInc.(US),,7050,Glass,Boro-Silicate,AlkaliSilicate,,Rod,Pressed,PowderFrit,,SolderGlassSealingGlass,,,,,ForMolybdenum,,71.05,21.64,1.23,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
12540,XP03-269961,EuropeanPatentHoyaCorp.(J),2005,A1577275,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,805C4h+1000C4h,Ex.1-4,,52.58,0,11.78,25.09,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,7.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227
